unique,Date,ALK,ALKB,ALKCACO3,ALPHA,AS,B,BA,BR,CA,CHLORATE,CL,CR6,DBCP,DCE11,F,FE,K,MAGNESIUM,MG,MN,NO3N,PCATE,PCE,PFBSA,PFBTA,PFDA,PFHA,PFHPA,PFHXA,PFHXS,PFHXSA,PFNA,PFNDCA,PFOA,PFOS,PFPA,PH,SC,SO4,TCE,TCPR123,TDS,THM,TOCH,U,V,allpfas,SUMPFAS,SCREEN LENGTH (FT),TOP OF SCREEN (FT),WELL DEPTH (FT),LATITUDE,LONGITUDE
well_104,2019-03-13,,,,,,,,,,,,-1.1766830987343593,,,,,,,,,,,,,,,,,,,,,,2.8123325614111407,1.9828801652971455,,,,,,-0.02746023485032307,0.8468142977251064,,,,0.07789480789168157,1.909808183800345,2.1981200833644827,93.7067099342102,95.05677894144944,,33.949689550670755,-117.54359905516401
well_104,2019-05-01,,,,,,,,,,,,,,,,,,,,,1.2871958261297352,,,2.677373107587679,,,1.1835697032165051,2.326645835375854,1.8984636630346237,2.0824817047974387,1.2799083064813894,-0.5561276388469,,2.6157258405539436,1.9793718494743808,,,,,,,,,,,,2.1327581837137912,2.12343181424894,90.85798465347332,101.0216707610229,,33.849219845060844,-117.572513044237
well_104,2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,2.5220198026898273,,,,2.756812739126701,2.2303262890809057,2.1391551420339545,,-0.17234400420096693,,2.864232726446064,1.9763349835030224,,,,,,,,,,,,2.083930270320089,2.220219532147635,,,,33.900512737559964,-117.5534835081609
well_105,2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.021455441411828,,-1.280880420434344,-0.8052071745302548,-0.9702648714588792,,,-1.2066561448741189,-0.9983682975246181,,,,,,,,,,,,-0.6014704569106921,-0.9244449174729528,129.42264409148603,,,34.05138665253578,-117.18598524902687
well_105,2019-07-24,,,,,,,,,,,,,,,,,,,,,0.7423157693759214,,,,,,,,-1.0189986371786826,-0.5151484668098342,,,,-1.1333607816557254,-0.9872641626300867,,,,,,,,,,,,-0.954358415004959,-0.8892423961333439,,,,34.10983767491882,-117.27946277131502
well_105,2019-10-10,,,,,,,,,,,,,,,,,,,,,0.3904591690934608,,,,,,,,-1.242503362348438,-0.7067904650530386,,,,-1.3416120504939952,-1.312789035061959,,,,,,,,,,,,-1.2319589014744419,-1.1794095707522185,,,,34.06515147432977,-117.31930784915534
well_106,2019-06-10,,,,,,,,,,,,,,,,-0.6231367708496972,,,,,0.5104911744671297,,,,,,,,,-1.1919063802256562,-1.282064081171356,,,,,,,,,,,,,,,,-1.6690690478167798,,104.48658678873197,,,37.38766629864635,-121.9006403591575
well_107,2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5075126867531436,-0.7345515259143103,-0.5323914088075872,-0.7075696182752869,-0.8967892394083793,,,-0.04860316796693642,0.06096376214013467,,,,,,,,,,,,0.18975688066115767,0.12258432810746274,239.15372525831688,,,34.06178703975331,-117.28430984652117
well_107,2019-07-18,,-0.6899912070745836,-0.323202524738267,,,,,,-0.27057132656596,,-1.097632972064763,,,,0.5337259637002734,,-0.27607608389544996,-1.2624880763813453,,,-0.992150994916506,,,-0.7700137681511966,,,,-0.45754497004146755,-0.11822292717212732,-0.4509473544641565,,,,0.028852933024636408,0.1307307512595883,,,-1.3657862605257558,-0.8415839953244194,,,-1.3364594616875858,,,,,0.18156564269110223,0.1910587145782433,,,,34.009390122674155,-117.31408136455948
well_107,2019-10-23,,,,,,,,,,,,,,,,,,,,,-0.5291471688086645,,,,,,,-0.8892210885438047,-0.7312692081877177,-0.9946663660178614,,,,-0.26509736581577775,-0.2713059595023458,,,,,,,-1.4642593904466603,,,,,-0.21979994946888215,-0.15296691683579952,,,,34.05206652214261,-117.24563383904804
well_108,2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,-1.2665892446969147,,,,,-1.1350566583504362,-1.1636854004236508,,,,-0.8778066086706773,-0.7762550823212719,,,,,,,,,,,,-0.6199641704754196,-0.6697432717497754,,,,34.06832594672336,-117.29881223604316
well_108,2019-10-16,,,,,0.5130901410435357,,,,,,,,,,,,,,,,0.6552686209540771,,,-1.3557616773819603,,,,,-1.1703126999512585,-1.2031788379018475,,,,-1.175085994052582,-0.974531693944425,,,,,,,,,,,,-0.8069829296475741,-0.9008238918917403,,,,33.98503505457202,-117.31558585994352
well_109,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.490957017199174,,,-1.0776077146839425,,,,,,,,,,,,,-0.7765068028464982,-1.5326764478557857,19.280309236595322,22.99497617346745,,37.69256196660643,-121.53640175619365
well_11,2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,-1.0328909725437792,,,,,,-0.49055878659513935,-0.7244019125478756,,,,,,,,,,,,,,,,-0.9260004382017062,,60.61506251203931,58.83326539178073,,34.528264755927076,-117.23187083835145
well_110,2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9574981565260288,-2.1380404201491423,,,,,,-2.4725185544869315,-2.541535777524775,,,,,,,,,,,,-2.59569914336475,-2.667647201112045,16.296483833535913,35.914974915252955,,37.31704217842486,-120.62249343789236
well_111,2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4022586412255844,-1.4361322820705917,,,,,,,,,,,,,,,,-1.806292420261926,,258.33852920545877,,,37.2288517242825,-121.9167985094212
well_112,2017-12-06,,,,,,,,,,,,-0.07869625940911236,,,,,,,,,1.853442800095019,-0.37936529687429754,,,,,,,,,,,,1.7542886827686084,1.2397643938289842,,,,,,,1.0662930522403944,,,,0.906204402990047,1.171892282518366,1.4108426405404717,88.41687975705523,102.71985885634979,,33.80777176580948,-117.60592513908155
well_112,2018-03-07,,,,,,,,,,,,0.18516805172319623,,,,,,,,,1.9624147447741112,-0.31709304651412823,,,,,,,,,,,,1.9397291890346975,1.0862677765289441,,,,,,1.3320429350468483,1.0624473434059325,,,,1.1169862509405026,1.1893946434698106,1.4174783252176426,87.3303373048492,102.23776153070418,,33.884886337131086,-117.63732711854244
well_112,2018-06-20,,,,,,,,,,,,0.05891540406725117,,,,,,,,,1.8516835944793417,-0.5936821817228806,,,,,,,,,,,,2.3133397844894326,1.4370999420699644,,,,,,1.6010292039673775,1.0588060644094652,,,,0.995276314799255,1.4799700153328046,1.73302188287145,87.13682209764389,96.15682363025832,,33.84568596165,-117.5000179812861
well_112,2018-09-19,,,,1.2339217907184175,,,,,,,,-0.34996300187589857,,,,,,,,,1.6130969702262157,-0.626274124355049,,,,,,,,,,,,2.2898659648111632,1.509549334300164,,,,,,1.598996161002985,0.9035129218499761,,,1.2961470070304946,0.6357716386596965,1.5064513665104156,1.7581202796750748,92.05552556719593,98.7940847926103,,33.93357696112269,-117.55830578545824
well_112,2018-12-12,,,,,,,,,,,,-0.3477183977062287,,,,,,,,,,-0.5855061230395712,,,,,,,,,,,,2.373285874569167,1.57140662894871,,,,,,1.3330909680856062,0.9004185574508056,,,,0.9103243174672285,1.5641585347681841,1.8272398127716112,85.2218969600893,94.69405526335154,,33.82894431015835,-117.55465898859518
well_112,2019-03-13,,,,1.1208281705562002,,,,,,,,-0.07084221925368756,,,,,,,,,,-0.445365299363303,,,,,,,,,,,,2.040065840401166,1.4349015953952653,,,,,,2.004875315775633,0.9026949847789275,,,1.3017005397725552,0.8181616017547751,1.3734130010229542,1.6273164674575806,85.75609037127772,100.5906588076147,,33.96430850747091,-117.58946271612074
well_112,2019-05-01,,,,,,,,,,,,,,,,,,,,,1.9716213616128073,,,1.919144658010773,,,0.935326815786319,1.7795213617259373,1.5183737679141152,1.5829776729830323,0.8863594589279146,,,2.297464654569859,1.576169600683345,,,,,,,,,,,,1.8201439923544092,1.7939250209315296,89.80682298303516,98.68905896454352,,33.95304531520027,-117.52125942998416
well_112,2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,2.1194953031949373,,,,2.3907035770573644,1.8580940633351573,1.8840720222231286,,-0.5897003335727506,,2.612306231395892,1.8013177191651943,,,,,,,,,,,,1.8982296197863784,2.032908509564431,,,,33.903771784598895,-117.62862738482735
well_113,2017-01-19,,,,,,,,,,,,,,1.0388628125442092,,,,,,,,,,,,,,,,,4.056899822733531,,,3.5183541051885543,,,,,,1.0014190270592893,,,,,,,3.475287929861112,2.238594160574407,,,,33.92824019517857,-118.40862522946057
well_113,2018-06-06,,,,,,,,,,,,,,1.032005819178863,,,,,,,,,,,,,,,,,,,,3.4663205429977495,3.8422208891891683,,,,,0.9064010184773589,,,,,,,3.1827245252324006,3.5567708254603536,,,,33.93176305786658,-118.36587661974066
well_114,2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,-1.102506759837808,,,,,,,,,,,,,,,,,,,,,,,-1.623644670342799,,,,,41.35277651749667,-122.37838920098375
well_114,2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,-1.304376184208639,,,,,-1.127617337376803,,,,,,-1.6269638022447117,,,,,,,,,,,,-1.3818063466569668,-1.8208895307621162,,,,41.37022271779751,-122.37868164885364
well_115,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8453915896521833,,,,0.6903983033536928,,,,,,,,,,,,0.6703192887025473,0.39824472459693533,52.798671077681135,62.39533170362545,,33.418546419664864,-117.30389872680082
well_115,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9755156384909912,,,,0.737880776000613,,,,,,,,,,,,0.7524605500081644,0.44433151058417947,54.50123818569851,61.72633362271713,,33.30554717498558,-117.25425422294144
well_115,2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,0.8987603154534798,,,,-0.1872450155818182,,,0.7901929849701009,-0.354971591707801,,,0.7439330082691638,,,,,,,,,,,,0.8546402294966894,0.4439693172509175,50.413463546715136,55.577851704379945,,33.305263724467,-117.33628194165765
well_115,2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,0.6927316130918383,,,,-0.5162626190166042,,,0.7956314399924668,,,,0.6814350085030622,,,,,,,,,,,,0.7840639289393475,0.3867536753247404,55.976847268135515,55.79398049190584,,33.316431660256534,-117.30869448791279
well_115,2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,0.9007899108583882,,,,-0.46031213432989304,,,0.7457805871879275,,,,0.7051990696822157,,,,,,,,,,,,0.7895947945689146,0.4124452258340784,57.96299210152693,61.109780129251476,,33.33672808761365,-117.30148892039232
well_115,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,0.7926114289315166,,,,-0.5850689612339326,,,0.7490073932955907,,,,0.6649218296912398,,,,,,,,,,,,0.7570690120741027,0.372387612609091,56.916447365970846,59.086325896482606,,33.249673603547855,-117.35366274081173
well_116,2019-04-10,-0.4163818124350807,-0.4154006102035944,-0.013596972484756761,-0.9566043677887431,-1.1921566776043448,-0.16892453539698588,,-1.0021991904079912,0.3318853777911444,,-0.1429915878246293,,,,0.8760455933364124,,0.5948224180711351,-0.269485670518114,-0.7072116151425224,,-0.6955501799516464,,,-0.30154939280057713,,,-0.20940144029325672,,-0.11636806046758093,0.2851219103173985,-0.12940120145711465,,,0.1036395009236736,0.3563696379232759,,,-0.04112548411250859,0.41950102775430986,,,-0.5504820277462139,,-1.1565299427401097,-0.34831108749893164,-0.38593787390172746,0.5333928700101126,0.3547556944750151,,,,33.835824677736895,-118.01700442607837
well_116,2019-05-21,,,,,,,,,,,,,,,,,,,,,-0.6329774797212332,,,-0.41943411743360604,,,-0.2431516760790827,,-0.16492461098654965,0.5014321796022367,0.04989622941243101,,,0.25822448660465325,0.5669733587438099,,,,,,,,,,,,0.6616196631484683,0.551152224929772,,,,33.86253586757574,-117.97494636337714
well_116,2019-08-06,,-0.12639155589856374,-0.13951121832846594,-0.2914539487126303,-1.1969414523740391,0.1711398826149098,,,0.2217222982622032,,-0.20643256778419372,,,,0.9544820597170042,,0.44789123257655006,-0.4190629539765267,,,-0.7179928982989802,,,-0.1534488576740663,,,,,-0.04133521914639415,0.42492378772278133,,,,0.2206759508104465,0.5074941822985938,,,-0.13627012084138335,0.4038309115082075,,,-0.5257699245956854,,,-0.5498433359160754,-0.32736342054287954,0.4131660686374657,0.5002228645127995,,,,33.907858592330854,-117.89495871908345
well_116,2019-10-08,,,,-0.7196392738038252,,,,,,,,,,,,,,,,,-0.7215536542879616,,,0.038387667522154355,,,,-0.09160635907915225,0.19375493201587105,0.482368120321139,,,,0.4874991715751177,0.5875702139250009,,,,,,,,,,-1.407498415909256,,0.5714031415842435,0.6137044983916318,,,,33.74519388635002,-117.97770082059644
well_117,2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,-0.9936157680146622,,,-0.5306477782728386,-0.5211802674437751,-0.581406265451535,-1.0716815801363566,-1.1762636430710833,,,-0.04734955812323683,-1.142120802077827,,,,,,,,,,,,-0.10069853354880152,-0.4360744388803701,,,,33.79096264509913,-117.56407922631982
well_117,2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,-1.1006778467305172,,,,-0.6560108445841812,-0.5619954363579572,-1.1418765692026667,,,,-0.15592947583296235,-1.3262131603726846,,,,,,,,,,,,-0.4268164169004889,-0.5655020903989096,,,,33.766594467691505,-117.49758777517432
well_117,2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,-1.181333667806997,,,,-0.6669979606566223,-0.6597612832045491,-1.0448467559208179,,,,-0.3800970742997595,-1.343713088150773,,,,,,,,,,,,-0.521423503003598,-0.7063067124149777,,,,33.76339216173737,-117.45189299516029
well_118,2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,0.6742686308349751,,,0.17644959932961146,-0.138974076631357,0.4316098934007914,-0.18390428457309874,-0.4875890595792769,-0.623315282764955,,0.172167439330199,-0.3198576845778689,,,,,,,,,,,,0.4834094250577091,-0.004477444678913599,40.88971344813757,76.58716801152208,,33.58185332786678,-117.63685302208854
well_119,2017-10-04,,,,,-0.03550071124534249,,,,,,,,,,0.7043979565108965,,,,,,,,,,,,,,,,,,,0.818228748757867,0.6980695733935292,,,,,,,,-0.48231200388814666,,,,0.6019790500198607,0.7924536922615917,,,,33.87663100699382,-117.87489499928819
well_119,2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8247348911268759,0.7046341403882729,,,,,,,,,,,,0.6080478145281901,0.7957516218517008,,,,33.83592622483566,-117.80225069986926
well_119,2018-04-25,,,,,-0.28957175597707474,,,,,,,,,,0.590613095823403,,,,,,-0.9855465867545041,,,,,,,,,,,,,0.8172430855703979,0.6374372414929045,,,,,,,,0.7295340775987659,,,,0.5569590397941976,0.7542160324618482,,,,33.84324174906358,-117.8840008610208
well_119,2018-07-11,,,,,-0.45640966978750425,,,,,,,,,,0.6575837944324976,,,,,,,,,,,,,,,,,,,0.5749003036489831,0.6638476717714613,,,,,,,,0.2578189900187062,,,,0.5115489060473521,0.6912165393407566,,,,33.91692157941304,-117.79453895492786
well_119,2019-04-04,,,,,0.060191275822321574,,,,,,,,,,0.6471902658591309,,,,,,,,,1.0573528197712196,,,-0.3355370387719826,,-0.3136565624669473,0.3336739077831393,-0.07286284783514903,-0.07029532876166074,,0.5489154218408462,0.5858278711017894,,,,,,,,-0.36515436412087077,,,,0.8155371884720088,0.6288580286446376,,,,33.90407124763751,-117.74967128149876
well_119,2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,1.0365486230935652,,,-0.40402875292235946,,-0.3823401086591358,0.6386246835184867,0.1605063083279198,,,0.5641544186357295,0.6172254855756436,,,,,,,,,,,,0.8227142551163423,0.6581711599487061,,,,33.91937196187676,-117.80895349284299
well_119,2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,1.0942390105140618,,,,,,0.5995336583065242,,,,0.46333612611305786,0.6245973408717195,,,,,,,,0.1659175022138955,,,,0.6251705831907807,0.6235928000103182,,,,33.81494730940636,-117.75655548275815
well_119,2019-10-23,,,,,0.016738601649357397,,,,,,,,,,0.48106852600822037,,,,,,,,,1.1116018429743757,,,,,,0.518065440450379,,,,0.6516501123878534,0.5012220793861513,,,,,,,,,,,,0.613324243911813,0.6063011488517065,,,,33.939506934848744,-117.8846529723142
well_12,2019-08-19,,,-0.3893630855714327,,,,-0.6086700093452078,,0.058406836762849315,,-1.1322417352597571,,,,,,0.04624055252093605,-0.48449955311766874,,-2.312188495434135,,,,0.43746251002824077,,,,0.20594838014302524,0.9975101560020591,-0.5359524612205457,,-0.6660045693006641,,0.4030624485635693,-0.3287974536717232,,,-0.5018230748118941,-0.28236957563924786,,,-0.9243533685143657,,,,-1.481217453533082,0.2904085250772853,0.10078775079207619,,,,,
well_120,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25176946475251527,,,,,,,,,,,,,,,,-0.3971580862451308,,97.67167854952106,61.994098357889555,,33.43220579305164,-117.57753986317988
well_120,2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3014246093996996,,,,,,,,,,,,,,,,-0.3602523429232288,,97.17458336385553,60.3284209055012,,33.404490001002074,-117.57877044483324
well_120,2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46437326448250704,,,,,,,,,,,,,,,,-0.23295146432556435,,96.4999488481693,60.88993715960909,,33.40409439186654,-117.64526391559559
well_120,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3836537053958782,,,,,,,,,,,,,,,,-0.28602403488175177,,101.74736850059963,57.39036977818038,,33.328260588168135,-117.62350740345047
well_120,2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,-0.23684756962299156,,,-1.3775140418254583,,-1.7854263339563254,0.7677027431719923,0.2576457581137749,,,-0.7227198006498757,-0.06575318243739828,,,,,,,,,,,,0.2906171389153058,-0.12900012214112747,96.40949559834351,58.13213414023278,,33.43629835270503,-117.52950511273721
well_120,2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,-0.34780567959720504,,,,,,0.7729256023843052,,,,,-0.15054028188866286,,,,,,,,,,,,-0.3180311532700379,-0.4129918214395771,,,,33.42842498134246,-117.61328500457346
well_120,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,-0.17811260141061538,,,,,,0.8872047996851996,,,,,-0.21263150734655248,,,,,,,,,,,,-0.31264161656094924,-0.45737540344897154,,,,33.46645358947564,-117.67887825646815
well_121,2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1362136853205068,0.34481203901900426,,,,,,,,,,,,0.14332535741007602,0.2930374098594527,160.1982356009941,168.56901578767875,,34.07390051481117,-118.13028609149589
well_121,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10535284259760079,0.5064135070847751,,,,,,,,,,,,0.2928348084206549,0.4591692742727237,160.91921191684312,175.42316000205685,,33.9509318267809,-118.12290415044882
well_121,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,-0.7607417264480457,,0.25015923393659906,,,,-0.6122899263012753,,-0.23951553098482725,,0.02494536340194399,0.5973344087059023,,,,,,,,,,,,0.4379657480958532,0.4994915717608977,,,,34.04506435696643,-118.15637730216399
well_122,2017-12-13,-0.1658487850079548,0.12558287478929242,,,,,,,0.9357136038502412,,0.7284364610496956,,,,-0.3307577093872665,,0.04483925368520933,,0.6081874705826721,0.9186610275277737,,,,,,,,,,,0.7139645368692262,,,,,,,1.0875382532754365,1.1261074894320033,,,0.5304085919669138,,,-0.8979857451193118,,-0.021127230784625344,,23.233528773460677,90.16762742326063,,33.266525770550444,-117.45817551934503
well_122,2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,0.318017485078625,,,,,,,0.42268530835268386,,,,,,,,,,,,,,,,-0.021154225162695682,,22.83970495228836,90.62536857190847,,33.21523364127056,-117.34881073379287
well_122,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,0.371568575128371,,,,,,,0.4219981838834404,,,,,,,,,,,,,,,,-0.012750713764567524,,19.840414873142297,90.6420624973793,,33.30059296766298,-117.34108763628035
well_122,2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,0.426192089178087,,,,,,,0.4907752887060986,,,,,,,,,,,,,,,,0.044226889967692,,19.39366883419277,91.65320562409745,,33.30111229206951,-117.2900244084837
well_122,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4190369453863019,,,,,,,,,,,,,,,,-0.26961788987739316,,18.129874554255327,87.909953889624,,33.24951339042398,-117.31862254736615
well_123,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,-0.08167023301891231,,,,-0.49425096795256157,-0.14359929058675755,0.4423959070288889,,-0.6724871746531313,,0.17407949933854155,0.3204240997797846,,,,,,,,,,,,0.37165568112710884,0.3564355627840803,,,,34.003507855895464,-117.4925095260863
well_124,2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19435971705341387,,,0.9578017597137893,,,,,,,,,,,,,,,,0.27297085934937054,,115.26147867879585,68.63693517969112,,33.37911856834131,-117.6091248020416
well_124,2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23268984290673772,,,0.6223580621244955,,,,,,,,,,,,,,,,-0.004839207001293847,,114.6797320099051,70.91383454548414,,33.34601024295447,-117.58410786333394
well_124,2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8151964690953459,,,,,,,,,,,,,,,,0.0655093306350693,,113.40456193730424,75.56216439341921,,33.45561648741896,-117.60502132383391
well_124,2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1325555924086241,,,0.45113371264071167,,,,,,,,,,,,,,,,-0.1882376215576187,,111.66961976102652,70.74209966368635,,33.37902092592082,-117.63502262984198
well_124,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1404857764699072,,,0.2994929758422806,,,,,,,,,,,,,,,,-0.318611944958724,,109.4662683715898,69.12773358674596,,33.47548628132137,-117.55389029311615
well_124,2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0387453872307135,,,0.3462561804384742,,,,,,,,,,,,,,,,-0.27984498534760915,,110.78996405806912,69.90232376432765,,33.42055950577803,-117.57183455945535
well_124,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1772468335073596,,,0.25708231612303817,,,,,,,,,,,,,,,,-0.34432010943958374,,111.45986678666706,71.34138504408584,,33.433715020368695,-117.52789836459614
